color,cylinder,finn_code,first_reg,fuel_type,gear,km,model,model_year,power,price,trans
Melbourne Red metallic (C32),,138146860,25.05.2018,Elektrisitet,Automat,6 125 km,BMW i3,2018,184 Hk,"359 000,-",Bakhjulsdrift
Svart,1 l,131364139,28.11.2010,Bensin,Automat,41 000 km,Smart Fortwo,2011,61 Hk,"47 656,-",Bakhjulsdrift
Indium Grey metalic,,138146849,01.11.2018,Elektrisitet,Automat,18 km,Volkswagen Golf,2019,136 Hk,"335 000,-",Forhjulsdrift
Tungsten Silver Metallic,,138146804,01.09.2017,Elektrisitet,Automat,15 699 km,Volkswagen Golf,2018,136 Hk,"299 000,-",Forhjulsdrift
Rød,"1,2 l",138146766,08.05.2012,Bensin,Manuell,72 000 km,Skoda Yeti,2012,105 Hk,"119 000,-",Forhjulsdrift
Svart,"2,7 l",127810536,31.03.2015,Diesel,Automat,190 000 km,Audi A6,2011,190 Hk,"209 900,-",Quattro
Grå,"1,6 l",138146747,28.12.2010,Diesel,Manuell,125 000 km,Citroen C3,2011,92 Hk,"59 999,-",Forhjulsdrift
ALPINWEISS 3,"1,6 l",138146724,19.07.2013,Bensin,Automat,93 555 km,BMW 3-serie,2013,136 Hk,"219 000,-",Bakhjulsdrift
Twilight bronze metallic,"2,4 l",138146669,10.11.2015,Diesel,Automat,45 500 km,Volvo XC 60,2016,163 Hk,"484 000,-",Firehjulsdrift
Grå,"1,8 l",138141520,,Bensin,Manuell,139 308 km,Mazda 6,2003,120 Hk,"27 618,-",Forhjulsdrift
Raw Copper Metallic 708,"1,6 l",138146635,22.09.2014,Diesel,Automat,73 260 km,Volvo V40 Cross Country,2015,114 Hk,"215 000,-",Forhjulsdrift
Hvit std. lakk,2 l,138146643,09.04.2015,Diesel,Manuell,48 363 km,Peugeot Expert,2015,163 Hk,"169 000,-",Forhjulsdrift
Brun metallic,"1,8 l",138146513,03.05.2017,Elektrisitet+bensin,Automat,14 658 km,Toyota C-HR,2017,122 Hk,"339 900,-",Forhjulsdrift
Onyx Black Metallic,2 l,138146596,08.09.2017,Bensin,Automat,15 680 km,Volvo XC 90,2017,254 Hk,"819 000,-",Firehjulsdrift
Oyster Grå met 472,"2,4 l",138146453,23.09.2010,Diesel,Automat,97 200 km,Volvo XC 70,2011,163 Hk,"289 900,-",Firehjulsdrift
Grå met,"1,8 l",138146470,23.10.2014,Elektrisitet+bensin,Automat,78 900 km,Toyota Auris,2014,136 Hk,"179 000,-",Forhjulsdrift
Svart,"1,6 l",138146459,25.06.2012,Diesel,Manuell,73 000 km,Peugeot Partner,2012,75 Hk,"79 000,-",Forhjulsdrift
Brun,2 204 l,138146393,,Diesel,Manuell,171 722 km,Honda Accord,2008,140 Hk,"54 175,-",Forhjulsdrift
Denum Blue metallic,2 l,138146331,21.08.2018,Elektrisitet+bensin,Automat,10 500 km,Volvo XC 60,2019,390 Hk,"829 000,-",Firehjulsdrift
Svart,"1,6 l",138073204,14.10.2002,Bensin,Manuell,142 000 km,Volkswagen Golf,2003,105 Hk,"13 618,-",Forhjulsdrift
Grå met,"1,8 l",138146470,23.10.2014,Elektrisitet+bensin,Automat,78 900 km,Toyota Auris,2014,136 Hk,"179 000,-",Forhjulsdrift
Svart,"1,6 l",138146459,25.06.2012,Diesel,Manuell,73 000 km,Peugeot Partner,2012,75 Hk,"79 000,-",Forhjulsdrift
Brun,2 204 l,138146393,,Diesel,Manuell,171 722 km,Honda Accord,2008,140 Hk,"54 175,-",Forhjulsdrift
Denum Blue metallic,2 l,138146331,21.08.2018,Elektrisitet+bensin,Automat,10 500 km,Volvo XC 60,2019,390 Hk,"829 000,-",Firehjulsdrift
Svart,"1,6 l",138073204,14.10.2002,Bensin,Manuell,142 000 km,Volkswagen Golf,2003,105 Hk,"13 618,-",Forhjulsdrift
CANDY WHITE,2 l,138146237,23.01.2015,Diesel,Automat,75 000 km,Skoda Octavia Scout,2015,184 Hk,"339 000,-",Firehjulsdrift
Rød,"1,8 l",138146288,18.05.2017,Elektrisitet+bensin,Automat,51 621 km,Toyota Auris,2017,136 Hk,"239 000,-",Forhjulsdrift
Onyx svart,2 l,138146294,26.02.2018,Elektrisitet+bensin,Automat,18 000 km,Volvo XC 90,2018,320 Hk,"919 000,-",Firehjulsdrift
Svart,2 l,138144584,05.12.2005,Bensin,Automat,184 640 km,Subaru Legacy,2006,165 Hk,"69 995,-",Firehjulsdrift
Svart,"2,1 l",138146196,,Diesel,Automat,185 000 km,Mercedes-Benz E-Klasse,2014,204 Hk,"289 000,-",Firehjulsdrift
Krystalhvit metallic,2 l,138146121,28.06.2018,Elektrisitet+bensin,Automat,22 000 km,Volvo V90,2018,407 Hk,"729 000,-",Firehjulsdrift
Svart,1 595 l,136835370,12.04.2000,Bensin,Manuell,290 000 km,Volkswagen Golf,2000,101 Hk,"10 594,-",Forhjulsdrift
Is Hvit 614,"1,6 l",138146126,19.07.2013,Diesel,Automat,90 500 km,Volvo V40,2014,114 Hk,"179 900,-",Forhjulsdrift
Svart,"1,6 l",138146145,08.06.2006,Bensin,Manuell,155 000 km,BMW 3-serie,2006,116 Hk,"68 000,-",Bakhjulsdrift
Savilegrå metallic,2 l,138146054,10.04.2017,Diesel,Automat,44 000 km,Volvo V90,2017,150 Hk,"519 000,-",Firehjulsdrift
Grønn,2 l,138142003,08.11.2001,Bensin,Manuell,223 912 km,Subaru Forester,2001,125 Hk,"16 618,-",Firehjulsdrift
Frozen white,"2,2 l",138145972,29.04.2016,Diesel,Manuell,88 000 km,Ford Transit Custom,2016,101 Hk,"198 500,-",Forhjulsdrift
Rød,"2,4 l",138116792,06.05.1997,Diesel,Manuell,244 000 km,Toyota HiAce,1997,79 Hk,"26 079,-",Bakhjulsdrift
Starlight Blå Metallic,"1,6 l",138146033,19.12.2016,Diesel,Manuell,40 100 km,MINI Countryman,2016,112 Hk,"239 000,-",Firehjulsdrift
Sølmet.,,138146011,,Diesel,Automat,50 km,Isuzu D-max,2019,164 Hk,"442 200,-",Firehjulsdrift
grå,2 l,138139385,01.07.2008,Diesel,Automat,251 345 km,Renault Laguna,2008,150 Hk,"38 775,-",6-trinns automat triptonick
Svart,,138143105,28.05.2014,Diesel,Automat,65 700 km,BMW X5,2014,258 Hk,"579 000,-",Firehjulsdrift
Foliert Blå metallic,1 995 l,138142542,04.11.2009,Diesel,Manuell,260 000 km,BMW 3-serie,2006,200 Hk,"71 547,-",Bakhjulsdrift
Hvit,2 200 l,138141618,11.01.2013,Diesel,Manuell,233 000 km,Ford Transit,2013,125 Hk,"69 999,-",Forhjulsdrift
Magic Blue Met 467,"2,4 l",138145802,23.02.2016,Elektrisitet+diesel,Automat,44 700 km,Volvo V60,2016,231 Hk,"389 900,-",Firehjulsdrift
Obsidiansvart metallic,"2,2 l",138145847,,Diesel,Automat,217 000 km,Mercedes-Benz M-Klasse,2012,204 Hk,"369 000,-",Firehjulsdrift
MÅNESKINNSBLÅ,2 l,138145679,07.09.2015,Diesel,Automat,52 750 km,Audi Q5,2016,163 Hk,"419 900,-",Firehjulsdrift
Sonic Titanium met.,"3,5 l",138145671,01.09.2016,Elektrisitet+bensin,Automat,31 000 km,Lexus RX450h,2016,313 Hk,"739 000,-",Firehjulsdrift
Hvit,"1,2 l",138145692,04.04.2017,Bensin,Automat,17 792 km,Nissan Qashqai,2017,116 Hk,"279 900,-",Forhjulsdrift
Caspian blå met 498,"1,6 l",138145684,30.05.2013,Diesel,Automat,107 200 km,Volvo V60,2013,114 Hk,"185 900,-",Forhjulsdrift
Rød,"1,5 l",138141755,02.02.1997,Bensin,Manuell,256 000 km,Mazda 323,1997,88 Hk,"13 618,-",Forhjulsdrift
Hvit,2 l,138145589,11.04.2018,Diesel,Manuell,15 000 km,Volkswagen Caddy,2018,102 Hk,"198 500,-",Forhjulsdrift
Hvit,2 l,138145610,16.02.2011,Diesel,Automat,160 098 km,Audi Q5,2011,170 Hk,"254 000,-",Firehjulsdrift
Svart,"2,4 l",138145601,26.05.2015,Diesel,Automat,119 995 km,Volvo V60,2015,163 Hk,"289 900,-",Firehjulsdrift
Grå,"1,8 l",138145588,24.11.2016,Elektrisitet+bensin,Automat,54 724 km,Lexus CT200h,2016,136 Hk,"255 000,-",Forhjulsdrift
Sonic white metallic,"1,8 l",138145522,28.05.2018,Elektrisitet+bensin,Automat,23 950 km,Lexus CT200h,2018,136 Hk,"289 000,-",Forhjulsdrift
Svart,2 l,138145515,20.07.2018,Bensin,Automat,16 500 km,Volkswagen Arteon,2018,280 Hk,"639 000,-",Firehjulsdrift
Grå,"1,4 l",138140771,22.01.2007,Bensin,Automat,74 000 km,Opel Corsa,2007,90 Hk,"34 618,-",Forhjulsdrift
Onyx black Metallic 717,2 l,138145521,03.06.2015,Diesel,Automat,97 500 km,Volvo XC 90,2016,224 Hk,"669 900,-",Firehjulsdrift
Svart,2 l,138145412,22.02.2018,Elektrisitet+diesel,Automat,31 200 km,Volvo V60,2018,220 Hk,"439 990,-",Firehjulsdrift
Bright Silver Met 711,2 l,138145439,20.01.2017,Diesel,Automat,37 200 km,Volvo V60,2017,120 Hk,"334 000,-",Forhjulsdrift
Deep Black metallic,0 l,138145502,16.10.2018,Elektrisitet,Automat,1 005 km,Volkswagen Golf,2019,136 Hk,"346 000,-",Forhjulsdrift
Onyx black Metallic,"2,4 l",138145490,19.05.2015,Elektrisitet+diesel,Automat,72 600 km,Volvo V60,2016,233 Hk,"339 000,-",Firehjulsdrift
Blå,1 968 l,138138312,23.01.2017,Diesel,Automat,48 500 km,Volkswagen Transporter,2017,150 Hk,"449 000,-",Firehjulsdrift
Sort metallic,,138145421,08.07.2015,Diesel,Automat,80 775 km,Land Rover Discovery,2016,256 Hk,"425 000,-",Firehjulsdrift
Magic blue Metallic,"2,4 l",138145406,13.01.2016,Elektrisitet+diesel,Automat,38 300 km,Volvo V60,2016,233 Hk,"379 000,-",Firehjulsdrift
Grå,"1,8 l",138145399,17.06.2009,Gass+bensin,Automat,196 119 km,Mercedes-Benz Sprinter,2009,156 Hk,"99 000,-",Bakhjulsdrift
ELECTRIC BLUE II METALLIC,2 l,138145333,29.07.2015,Bensin,Automat,51 000 km,MINI Cooper S,2016,192 Hk,"259 000,-",Forhjulsdrift
Grå,,138143662,,Bensin,Automat,3 100 km,Suzuki Vitara,2018,140 Hk,"419 000,-",Firehjulsdrift
73A Blazer Blue,2 l,138145196,19. juli 2010,Diesel,Automat,197 000 km,Ford Galaxy,2010,140 Hk,"139 000,-",Forhjulsdrift
Grå,"1,8 l",138145399,17.06.2009,Gass+bensin,Automat,196 119 km,Mercedes-Benz Sprinter,2009,156 Hk,"99 000,-",Bakhjulsdrift
ELECTRIC BLUE II METALLIC,2 l,138145333,29.07.2015,Bensin,Automat,51 000 km,MINI Cooper S,2016,192 Hk,"259 000,-",Forhjulsdrift
Grå,,138143662,,Bensin,Automat,3 100 km,Suzuki Vitara,2018,140 Hk,"419 000,-",Firehjulsdrift
73A Blazer Blue,2 l,138145196,19. juli 2010,Diesel,Automat,197 000 km,Ford Galaxy,2010,140 Hk,"139 000,-",Forhjulsdrift
Grå,"1,6 l",138144130,28.12.2006,Bensin,Manuell,186 500 km,Suzuki Grand Vitara,2006,106 Hk,"38 000,-",4x4
Sort,3 l,138134018,27.10.2011,Diesel,Automat,300 832 km,Mercedes-Benz E-Klasse,2007,224 Hk,"116 618,-",Bakhjulsdrift
Rød,1 560 l,138139315,25.11.2007,Diesel,Manuell,306 000 km,Peugeot Partner,2007,75 Hk,"8 079,-",Forhjulsdrift
Grønn,"2,8 l",138145240,,Bensin,Automat,383 000 km,Audi A6,1997,,"14 900,-",Forhjulsdrift
F-White,"1,8 l",138145216,31.10.2016,Elektrisitet+bensin,Automat,40 496 km,Lexus CT200h,2016,136 Hk,"269 900,-",Forhjulsdrift
kamofoliert,"2,1 l",138145235,23.10.2018,Diesel,Automat,7 300 km,Mercedes-Benz Vito,2018,163 Hk,"569 000,-",Firehjulsdrift
Grå metallic,"1,5 l",138145194,04.01.2016,Elektrisitet+bensin,Automat,46 000 km,Toyota Yaris,2016,100 Hk,"175 000,-",Forhjulsdrift
Grå,,138042580,,Diesel,Manuell,142 000 km,Opel Corsa,2008,,"32 696,-",Forhjulsdrift
Svart,2 l,138082088,12.02.2018,Elektrisitet+bensin,Automat,18 000 km,BMW X5,2018,313 Hk,"10 279,-",Firehjulsdrift
Grå,"1,4 l",136539045,11.03.2009,Bensin,Manuell,208 000 km,Volkswagen Polo,2006,75 Hk,"18 594,-",Forhjulsdrift
Iridium black mica,2 l,138145086,,Diesel,Automat,27 500 km,Ford Galaxy,2018,150 Hk,"459 000,-",Forhjulsdrift
796 Citrine brun,"1,6 l",138145005,16.06.2014,Bensin,Automat,24 900 km,Mercedes-Benz C-Klasse,2015,156 Hk,"299 900,-",Bakhjulsdrift
Black,1 l,138145052,09.01.2017,Bensin,Manuell,49 663 km,Hyundai i10,2017,67 Hk,"128 900,-",Forhjulsdrift
Krystal hvit Metallic,"1,6 l",138144998,29.12.2014,Diesel,Automat,63 283 km,Volvo V40 Cross Country,2015,114 Hk,"239 000,-",Forhjulsdrift
TUNGSTEN SILVER META,"1,4 l",138144997,17.03.2016,Elektrisitet+bensin,Automat,42 500 km,Volkswagen Golf,2016,150 Hk,"248 000,-",Forhjulsdrift
Quartz Blue Pearl,2 l,138142772,21/09-2017,Bensin,Automat,17 000 km,Subaru Forester,2018,150 Hk,"415 000,-",Firehjulsdrift
Carabian blå,0 l,138144888,02.01.2015,Elektrisitet,Automat,46 000 km,Kia Soul,2015,109 Hk,"199 000,-",Forhjulsdrift
Hvit,"2,5 l",138136841,21.09.2007,Diesel,Manuell,93 000 km,Toyota HiAce,2007,95 Hk,"99 900,-",Bakhjulsdrift
Sølv,"1,3 l",120078541,27.01.2008,Bensin,Manuell,80 100 km,Toyota Yaris,2008,87 Hk,"47 656,-",Forhjulsdrift
Grå,1 l,138137365,17.12.2015,Bensin,Automat,31 853 km,Ford Focus,2016,125 Hk,"228 000,-",Forhjulsdrift
Hvit,"1,6 l",138140959,17/072012,Diesel,Manuell,101 700 km,Ford Focus,2012,116 Hk,"119 000,-",Forhjulsdrift
metallic,"1,6 l",138136755,29.12.2016,Diesel,Manuell,60 466 km,Fiat 500X,2016,120 Hk,"199 000,-",Forhjulsdrift
Metalic,"1,6 l",138142901,03.04.2013,Bensin,Automat,90 000 km,BMW 1-serie,2013,136 Hk,"155 000,-",Bakhjulsdrift
MOON WHITE MET,2 l,138144517,23.05.2018,Diesel,Automat,3 000 km,Skoda Superb,2018,190 Hk,"529 000,-",Firehjulsdrift
Savile grey Perl-/Met 492,"2,4 l",138144565,19.12.2016,Diesel,Automat,62 900 km,Volvo XC 60,2017,163 Hk,"497 000,-",Firehjulsdrift
Hvit,2 l,137735226,19/10-2011,Diesel,Automat,143 280 km,Volkswagen Tiguan,2012,140 Hk,"179 900,-",4Motion
Grå,"1,6 l",138144396,25.08.2004,Bensin,Automat,220 000 km,Peugeot 307,2004,109 Hk,"39 000,-",Forhjulsdrift
Hvit,"1,4 l",138143251,,Bensin,Automat,149 900 km,Audi A1,2013,122 Hk,"119 900,-",Forhjulsdrift
Sølv,1 l,138143343,2012,Bensin,Manuell,69 000 km,Toyota Aygo,2012,68 Hk,"55 696,-",Forhjulsdrift
Metallic,"1,9 l",138142642,,Diesel,Manuell,296 800 km,Volkswagen Golf,2004,131 Hk,"27 618,-",Firehjulsdrift
Svart,2 l,138144362,29.05.2018,Diesel,Automat,29 000 km,Volkswagen Golf Alltrack,2018,184 Hk,"428 800,-",Firehjulsdrift
Grå,2 l,138144031,27.09.2018,Diesel,Manuell,6 500 km,Peugeot Expert,2018,150 Hk,"398 000,-",Firehjulsdrift
Grå Moka - met.lakk,"1,2 l",138144260,13.04.2015,Bensin,Manuell,58 500 km,Peugeot 308,2015,110 Hk,"149 000,-",Forhjulsdrift
Grå Platinum,2 l,138144225,08.10.2018,Diesel,Automat,4 000 km,Peugeot Expert,2018,177 Hk,"369 900,-",Forhjulsdrift
TANGORØD,2 l,138144211,16.03.2018,Bensin,Automat,21 510 km,Audi TT,2018,310 Hk,"619 800,-",Firehjulsdrift
Blå,"1,8 l",138144146,30.03.2016,Elektrisitet+bensin,Automat,33 100 km,Toyota Prius,2016,122 Hk,"257 900,-",Forhjulsdrift
Svart,2 l,138144139,03.09.2014,Bensin,Automat,62 647 km,Volkswagen Golf,2015,230 Hk,"285 000,-",Forhjulsdrift
Grå,"1,8 l",138144080,30.03.2016,Elektrisitet+bensin,Automat,32 713 km,Toyota Prius,2016,122 Hk,"259 000,-",Forhjulsdrift
Blå,"1,1 l",137912220,,Bensin,Manuell,150 000 km,Renault Clio,2006,75 Hk,"16 618,-",Forhjulsdrift
Sølv,"2,3 l",138139540,20.04.2016,Diesel,Automat,46 000 km,Mitsubishi Outlander,2016,150 Hk,"269 949,-",4WD
Sølv,3 l,138144032,26.11.2014,Diesel,Automat,59 179 km,Toyota Land Cruiser,2014,190 Hk,"399 000,-",Firehjulsdrift
Brun metallic,"1,7 l",138143967,17.08.2012,Diesel,Manuell,117 600 km,Kia Sportage,2012,116 Hk,"135 000,-",Forhjulsdrift
Sølv,"2,1 l",138143077,07.04.2017,Diesel,Automat,25 790 km,Mercedes-Benz Vito,2017,163 Hk,"379 000,-",Firehjulsdrift
Grå,"1,8 l",138144041,30.03.2016,Elektrisitet+bensin,Automat,36 899 km,Toyota Prius,2016,122 Hk,"256 000,-",Forhjulsdrift
Svart,2 l,138139829,,Diesel,Manuell,190 000 km,Mercedes-Benz B-Klasse,2008,109 Hk,"42 696,-",Bakhjulsdrift
Sølv,3 l,138144032,26.11.2014,Diesel,Automat,59 179 km,Toyota Land Cruiser,2014,190 Hk,"399 000,-",Firehjulsdrift
Brun metallic,"1,7 l",138143967,17.08.2012,Diesel,Manuell,117 600 km,Kia Sportage,2012,116 Hk,"135 000,-",Forhjulsdrift
Sølv,"2,1 l",138143077,07.04.2017,Diesel,Automat,25 790 km,Mercedes-Benz Vito,2017,163 Hk,"379 000,-",Firehjulsdrift
Grå,"1,8 l",138144041,30.03.2016,Elektrisitet+bensin,Automat,36 899 km,Toyota Prius,2016,122 Hk,"256 000,-",Forhjulsdrift
Svart,2 l,138139829,,Diesel,Manuell,190 000 km,Mercedes-Benz B-Klasse,2008,109 Hk,"42 696,-",Bakhjulsdrift
Grønn,"1,2 l",138143864,31.07.2017,Bensin,Automat,37 390 km,Citroen C3,2017,110 Hk,"189 000,-",Forhjulsdrift
Sølv met,3 l,138143893,20.09.2004,Diesel,Automat,221 000 km,Toyota Land Cruiser,2004,163 Hk,"169 000,-",Firehjulsdrift
ISBREHVIT,2 l,138143887,09.12.2015,Diesel,Automat,50 054 km,Audi Q5,2016,163 Hk,"479 900,-",Firehjulsdrift
Blå,2 l,131800989,31.01.2012,Diesel,Manuell,180 000 km,BMW 3-serie,2007,163 Hk,"118 719,-",Bakhjulsdrift
Bronze metallic,"1,2 l",138143948,07.06.2017,Bensin,Automat,38 084 km,Nissan Qashqai,2017,116 Hk,"279 900,-",Forhjulsdrift
Svart,2 l,138143927,04.01.2016,Diesel,Automat,59 000 km,Volvo S60,2016,150 Hk,"289 000,-",Forhjulsdrift
Safirsort metallic,2 l,138143852,06.02.2017,Diesel,Automat,28 635 km,BMW 3-serie,2017,190 Hk,"419 000,-",Firehjulsdrift
MIneralgrå metallic,"1,5 l",138143837,20.04.2016,Bensin,Manuell,41 666 km,BMW 1-serie,2016,109 Hk,"199 000,-",Bakhjulsdrift
Rebell Blue,"1,6 l",129681822,29.04.2013,Diesel,Manuell,79 600 km,Volvo V40,2013,114 Hk,"172 719,-",Forhjulsdrift
TOPAZ BROWN MET,"1,6 l",138143694,14.01.2014,Diesel,Manuell,98 553 km,Skoda Octavia,2014,105 Hk,"189 000,-",Firehjulsdrift
Svart,"2,5 l",138143779,02.09.2016,Elektrisitet+bensin,Automat,51 718 km,Toyota RAV4,2016,197 Hk,"409 000,-",Firehjulsdrift
RACE BLUE METALLIC,"1,2 l",138143697,22.12.2015,Bensin,Automat,22 200 km,Skoda Rapid Spaceback,2016,90 Hk,"189 900,-",Forhjulsdrift
Absolute Red (Brilliant lakk),,138143705,07.02.2017,Bensin,Automat,31 390 km,Opel Corsa,2017,90 Hk,"188 750,-",Forhjulsdrift
Beige,,138143717,23.02.2007,Bensin,Manuell,203 000 km,Opel Astra,2007,105 Hk,"67 850,-",Forhjulsdrift
Grå,"1,3 l",138126584,27.08.2012,Bensin,Manuell,82 500 km,Toyota Yaris,2012,99 Hk,"79 900,-",Forhjulsdrift
Grå,0 l,138143637,13.10.2017,Elektrisitet,Automat,17 400 km,BMW i3,2017,102 Hk,"289 000,-",Bakhjulsdrift
Grå,"1,8 l",138143683,20.03.2018,Elektrisitet+bensin,Automat,17 600 km,Toyota C-HR,2018,122 Hk,"329 000,-",Forhjulsdrift
Candyhvit,1 l,138143654,22.04.2013,Bensin,Manuell,66 000 km,Volkswagen UP!,2013,60 Hk,"75 000,-",Forhjulsdrift
DEEP BLACK PERLMET.,"1,6 l",138143684,17.02.2016,Diesel,Manuell,38 901 km,Volkswagen Golf,2016,110 Hk,"239 000,-",Firehjulsdrift
Svart metallic,,138143689,15.12.2016,Elektrisitet+bensin,Automat,85 000 km,Toyota Auris,2016,136 Hk,"227 849,-",Forhjulsdrift
Grå,2 l,138143538,20.09.2012,Diesel,Automat,164 000 km,Volkswagen Tiguan,2013,140 Hk,"179 000,-",Firehjulsdrift
Blå,"6,9 l",115787390,15.03.2007,Diesel,Automat,12 345 km,Ford F-serie,1986,164 Hk,"46 594,-",Firehjulsdrift
Hvit,"2,8 l",138143600,22.06.2017,Diesel,Automat,43 521 km,Toyota Land Cruiser,2017,177 Hk,"534 000,-",Firehjulsdrift
Knall Rød,"2,1 l",119955022,26.10.2016,Diesel,Automat,58 500 km,Mercedes-Benz CLA,2017,136 Hk,"415 000,-",4 MATIC
REFLEXSILVER MET,"1,6 l",138143530,29.05.2017,Diesel,Automat,39 649 km,Volkswagen Touran,2017,116 Hk,"349 000,-",Forhjulsdrift
QUARTZ GREY MET,"1,2 l",138143473,09.10.2015,Bensin,Automat,22 950 km,Skoda Rapid Spaceback,2016,90 Hk,"179 900,-",Forhjulsdrift
Dark grey metallic,"1,2 l",138143498,07.06.2017,Bensin,Automat,44 861 km,Nissan Qashqai,2017,116 Hk,"249 900,-",Forhjulsdrift
Svart,2 l,138143504,01.01.2017,Elektrisitet+bensin,Automat,18 550 km,Mercedes-Benz E-Klasse,2017,299 Hk,"539 000,-",Bakhjulsdrift
Onyx svart,2 l,138143476,05.04.2018,Elektrisitet+bensin,Automat,23 500 km,Volvo V90,2018,320 Hk,"669 000,-",Firehjulsdrift
Grå Artense - met.lakk,"1,2 l",138143386,13.04.2015,Bensin,Manuell,67 500 km,Peugeot 308,2015,110 Hk,"149 000,-",Forhjulsdrift
BRILLIANT SILVER,"1,2 l",138143311,02.10.2015,Bensin,Automat,39 900 km,Skoda Rapid Spaceback,2016,90 Hk,"169 900,-",Forhjulsdrift
Metallic,,138143324,21.07.2006,Diesel,Automat,165 195 km,Hyundai Santa Fe,2006,150 Hk,"99 000,-",Firehjulsdrift
Agate Grey Metallic,3 l,138143317,06.06.2014,Diesel,Automat,60 700 km,Porsche Macan,2015,258 Hk,"699 000,-",Firehjulsdrift
Hvit,2 l,138143241,03.09.2013,Diesel,Automat,89 500 km,BMW X3,2013,163 Hk,"349 000,-",Firehjulsdrift
Grå,3 l,138143237,11.04.2008,Diesel,Automat,151 783 km,BMW X5,2008,286 Hk,"269 000,-",Firehjulsdrift
Hvit,,138143217,22.03.2013,Bensin,Manuell,107 000 km,Honda CR-V,2013,155 Hk,"159 900,-",Forhjulsdrift
Svart,"1,4 l",138143096,08.08.2017,Bensin,Automat,53 509 km,Volkswagen Passat,2017,156 Hk,"389 253,-",Forhjulsdrift
Grå,"1,3 l",138143012,12.06.2018,Bensin,Automat,4 900 km,Mercedes-Benz A-Klasse,2018,163 Hk,"479 000,-",Forhjulsdrift
Sølv,"1,5 l",138143090,09.01.2015,Bensin,Automat,84 900 km,Toyota Yaris,2015,75 Hk,"122 000,-",Forhjulsdrift
Sølv Metallic,"2,1 l",138143100,09.02.2010,Diesel,Automat,313 500 km,Mercedes-Benz Sprinter,2010,163 Hk,"109 000,-",Bakhjulsdrift
Sort Metallic,"2,1 l",138143094,26.06.2009,Diesel,Automat,192 000 km,Mercedes-Benz E-Klasse,2009,170 Hk,"159 775,-",Bakhjulsdrift
Metallic,2 l,138142997,,Elektrisitet,Automat,55 650 km,Toyota RAV4,2012,156 Hk,"229 900,-",Forhjulsdrift
Atlantis Blå met.,,138142918,19.03.2018,Elektrisitet,Automat,7 800 km,Volkswagen Golf,2018,136 Hk,"349 000,-",Forhjulsdrift
Hvit,2 l,126371608,12.02.2012,Diesel,Manuell,167 000 km,Volkswagen Transporter,2012,179 Hk,"131 275,-",4Motion
WHITE SILVER/BLACK,1 l,138142929,31.03.2017,Bensin,Manuell,27 800 km,Volkswagen UP!,2017,60 Hk,"139 000,-",Forhjulsdrift
Grå,3 l,138143237,11.04.2008,Diesel,Automat,151 783 km,BMW X5,2008,286 Hk,"269 000,-",Firehjulsdrift
Hvit,,138143217,22.03.2013,Bensin,Manuell,107 000 km,Honda CR-V,2013,155 Hk,"159 900,-",Forhjulsdrift
Svart,"1,4 l",138143096,08.08.2017,Bensin,Automat,53 509 km,Volkswagen Passat,2017,156 Hk,"389 253,-",Forhjulsdrift
Grå,"1,3 l",138143012,12.06.2018,Bensin,Automat,4 900 km,Mercedes-Benz A-Klasse,2018,163 Hk,"479 000,-",Forhjulsdrift
Sølv,"1,5 l",138143090,09.01.2015,Bensin,Automat,84 900 km,Toyota Yaris,2015,75 Hk,"122 000,-",Forhjulsdrift
Sølv Metallic,"2,1 l",138143100,09.02.2010,Diesel,Automat,313 500 km,Mercedes-Benz Sprinter,2010,163 Hk,"109 000,-",Bakhjulsdrift
Sort Metallic,"2,1 l",138143094,26.06.2009,Diesel,Automat,192 000 km,Mercedes-Benz E-Klasse,2009,170 Hk,"159 775,-",Bakhjulsdrift
Metallic,2 l,138142997,,Elektrisitet,Automat,55 650 km,Toyota RAV4,2012,156 Hk,"229 900,-",Forhjulsdrift
Atlantis Blå met.,,138142918,19.03.2018,Elektrisitet,Automat,7 800 km,Volkswagen Golf,2018,136 Hk,"349 000,-",Forhjulsdrift
Hvit,2 l,126371608,12.02.2012,Diesel,Manuell,167 000 km,Volkswagen Transporter,2012,179 Hk,"131 275,-",4Motion
WHITE SILVER/BLACK,1 l,138142929,31.03.2017,Bensin,Manuell,27 800 km,Volkswagen UP!,2017,60 Hk,"139 000,-",Forhjulsdrift
Platinum Silver (metallic),,138142837,30.09.2016,Diesel,Manuell,63 320 km,Opel Vivaro,2017,125 Hk,"238 750,-",Forhjulsdrift
MIDNIGHT GREY METALLIC (,"1,6 l",138142784,26.10.2015,Diesel,Manuell,38 100 km,MINI Countryman,2015,90 Hk,"169 000,-",Forhjulsdrift
Grå,3 198 l,138142775,,Diesel,Automat,13 777 km,Ford Ranger,2016,200 Hk,"247 719,-",Firehjulsdrift
Brilliant Silver Metallic,"1,5 l",138142725,15.09.2017,Diesel,Manuell,24 000 km,Mercedes-Benz Citan,2017,90 Hk,"169 000,-",Forhjulsdrift
Sølv,"1,9 l",138135002,14.02.2001,Bensin,Manuell,267 407 km,BMW 3-serie,2001,118 Hk,"16 618,-",Bakhjulsdrift
SølvMet,2 l,138142741,29.01.2010,Diesel,Manuell,198 600 km,BMW X1,2010,136 Hk,"129 000,-",Bakhjulsdrift
